(laparoscopic) adjustment of size of adjustable gastric restrictive device;ICD9:44.98;Surgical Procedure                               
Intrathoracic esophagoesophagostomy;ICD9:42.51;Surgical Procedure                                                                      
Intrathoracic esophagogastrostomy;ICD9:42.52;Surgical Procedure                                                                        
Isolation of intestinal segment, not otherwise specified;ICD9:45.50;Surgical Procedure                                                 
Isolation of intestinal segment;ICD9:45.5;Surgical Procedure                                                                           
Isolation of segment of large intestine;ICD9:45.52;Surgical Procedure                                                                  
Isolation of segment of small intestine;ICD9:45.51;Surgical Procedure                                                                  
Kidney;SNOMED:363518003  ;Site of tumor                                                                                                
LUNG;SNOMED:93880001;Site of tumor                                                                                                     
Laparoscopic abdominoperineal resection of the rectum;ICD9:48.51;Surgical Procedure                                                    
Laparoscopic ablation of liver lesion or tissue;ICD9:50.25;Surgical Procedure                                                          
Laparoscopic appendectomy;ICD9:47.01;Surgical Procedure                                                                                
Laparoscopic cholecystectomy;ICD9:51.23;Surgical Procedure                                                                             
Laparoscopic gastric restrictive procedure;ICD9:44.95;Surgical Procedure                                                               
Laparoscopic gastroenterostomy;ICD9:44.38;Surgical Procedure                                                                           
Laparoscopic gastroplasty;ICD9:44.68;Surgical Procedure                                                                                
Laparoscopic incidental appendectomy;ICD9:47.11;Surgical Procedure                                                                     
Laparoscopic incisional hernia repair with graft or prosthesis;ICD9:53.62;Surgical Procedure                                           
Laparoscopic liver biopsy;ICD9:50.14;Surgical Procedure                                                                                
Laparoscopic lysis of peritoneal adhesions;ICD9:54.51;Surgical Procedure                                                               
Laparoscopic partial cholecystectomy;ICD9:51.24;Surgical Procedure                                                                     
Laparoscopic procedures for creation of esophagogastric sphincteric competence;ICD9:44.67;Surgical Procedure                           
Laparoscopic pull-through resection of rectum;ICD9:48.42;Surgical Procedure                                                            
Laparoscopic removal of gastric restrictive device(s);ICD9:44.97;Surgical Procedure                                                    
Laparoscopic removal of gastric restrictive devices;ICD9:44.97;Surgical Procedure                                                      
Laparoscopic repair of diaphragmatic hernia, abdominal approach;ICD9:53.71;Surgical Procedure                                          
Laparoscopic repair of diaphragmatic hernia, with thoracic approach;ICD9:53.83;Surgical Procedure                                      
Laparoscopic repair of umbilical hernia with graft or prosthesis;ICD9:53.42;Surgical Procedure                                         
Laparoscopic revision of gastric restrictive procedure;ICD9:44.96;Surgical Procedure                                                   
Laparoscopic total intra-abdominal colectomy;ICD9:45.81;Surgical Procedure                                                             
Laparoscopic vertical (sleeve) gastrectomy;ICD9:43.82;Surgical Procedure                                                               
Laparoscopic vertical sleeve gastrectomy;ICD9:43.82;Surgical Procedure                                                                 
Laparoscopy;ICD9:54.21;Surgical Procedure                                                                                              
Laparotomy;ICD9:54.1;Surgical Procedure                                                                                                
Large Intestine;SNOMED:181254001;Site of tumor                                                                                         
Large-to-large intestinal anastomosis;ICD9:45.94;Surgical Procedure                                                                    
Laryngoscopy and other tracheoscopy;ICD9:31.42;Surgical Procedure                                                                      
Larynx;SNOMED:301207000;Site of tumor                                                                                                  
Lateral basal segment of left lower lobe;SNOMED:15512001;Site of tumor                                                                 
Lateral basal segment of right lower lobe;SNOMED:74932000;Site of tumor                                                                
Left lateral anal sphincterotomy;ICD9:49.51;Surgical Procedure                                                                         
Left lower lobe medial segmental bronchus;SNOMED:76760009;Site of tumor                                                                
Left lower lobe posterior segmental bronchus;SNOMED:43851006;Site of tumor                                                             
Left parietal pleura;SNOMED:361998003;Site of tumor                                                                                    
Left pleural Mesothelium;SNOMED:397383005;Site of tumor                                                                                
Left visceral pleura;SNOMED:49310007;Site of tumor                                                                                     
LeuM1;LOINC:10436-4;Immunohistochemical Profile                                                                                        
Leukemia;SNOMED:93143009;Site of tumor                                                                                                 
Ligation of bronchus;ICD9:33.92;Surgical Procedure                                                                                     
Ligation of esophageal varices;ICD9:42.91;Surgical Procedure                                                                           
Ligation of gastric varices;ICD9:44.91;Surgical Procedure                                                                              
Ligation of hemorrhoids;ICD9:49.45;Surgical Procedure                                                                                  
Liver transplant;ICD9:50.5;Surgical Procedure                                                                                          
Liver;SNOMED:93870000;Site of tumor                                                                                                    
Lobe of lung;SNOMED:31094006;Site of tumor                                                                                             
Lobectomy of liver;ICD9:50.3;Surgical Procedure                                                                                        
Lobectomy of lung;ICD9:32.4;Surgical Procedure                                                                                         
Local excision of esophageal diverticulum;ICD9:42.31;Surgical Procedure                                                                
Local excision of lesion or tissue of small intestine, except duodenum;ICD9:45.33;Surgical Procedure                                   
Local excision of other lesion or tissue of esophagus;ICD9:42.32;Surgical Procedure                                                    
Local excision of other lesion or tissue of stomach;ICD9:43.42;Surgical Procedure                                                      
Local excision of rectal lesion or tissue;ICD9:48.35;Surgical Procedure                                                                
Local excision or destruction of lesion or tissue of biliary ducts and sphincter of oddi;ICD9:51.6;Surgical Procedure                  
Local excision or destruction of lesion or tissue of bronchus;ICD9:32.0;Surgical Procedure                                             
Local excision or destruction of lesion or tissue of esophagus;ICD9:42.3;Surgical Procedure                                            
Local excision or destruction of lesion or tissue of large intestine;ICD9:45.4;Surgical Procedure                                      
Local excision or destruction of lesion or tissue of lung;ICD9:32.2;Surgical Procedure                                                 
Local excision or destruction of lesion or tissue of rectum;ICD9:48.3;Surgical Procedure                                               
Local excision or destruction of lesion or tissue of small intestine;ICD9:45.3;Surgical Procedure                                      
Local excision or destruction of lesion or tissue of stomach;ICD9:43.4;Surgical Procedure                                              
Local excision or destruction of lesion or tissue of trachea;ICD9:31.5;Surgical Procedure                                              
Local excision or destruction of liver tissue or lesion;ICD9:50.2;Surgical Procedure                                                   
Local excision or destruction of other lesion or tissue of anus;ICD9:49.3;Surgical Procedure                                           
Local excision or destruction of pancreas and pancreatic duct;ICD9:52.2;Surgical Procedure                                             
Local perfusion of large intestine;ICD9:46.96;Surgical Procedure                                                                       
Local perfusion of small intestine;ICD9:46.95;Surgical Procedure                                                                       
Localized perfusion of liver;ICD9:50.93;Surgical Procedure                                                                             
Localized;TUMOR_CONFIG:LOCALIZED;Tumor Configuration                                                                                   
Low;SNOMED:399415002;Tumor Differentiation                                                                                             
Lower lobe of left lung;SNOMED:361989001;Site of tumor                                                                                 
Lower lobe of right lung;SNOMED:361976007;Site of tumor                                                                                
Lung parenchyma;SNOMED:201712001;Site of tumor                                                                                         
Lung transplant;ICD9:33.5;Surgical Procedure                                                                                           
Lung transplantation, not otherwise specified;ICD9:33.50;Surgical Procedure                                                            
Lung volume reduction surgery;ICD9:32.22;Surgical Procedure                                                                            
Lymph Node Dissection;ICD9:40.50;Surgical Procedure                                                                                    
Lymph node;SNOMED:81756000;Site of tumor                                                                                               
Lysis of adhesions of trachea or larynx;ICD9:31.92;Surgical Procedure                                                                  
Lysis of peritoneal adhesions;ICD9:54.5;Surgical Procedure                                                                             
Marsupialization of laryngeal cyst;ICD9:30.01;Surgical Procedure                                                                       
Marsupialization of lesion of liver;ICD9:50.21;Surgical Procedure                                                                      
Marsupialization of pancreatic cyst;ICD9:52.3;Surgical Procedure                                                                       
Medial basal segment of left lower lobe of lung;SNOMED:90382001;Site of tumor                                                          
Medial basal segment of right lower lobe of lung;SNOMED:27589003;Site of tumor                                                         
Mediastinal Pleura;SNOMED:27416003;Site of tumor                                                                                       
Mediastinal tracheostomy;ICD9:31.21;Surgical Procedure                                                                                 
Mediastinoscopy;ICD9:34.22;Surgical Procedure                                                                                          
Mesothelin;LOINC:74125-6;Immunohistochemical Profile                                                                                   
Middle lobe of right lung;SNOMED:361973004;Site of tumor                                                                               
Mixed;SNOMED:8145008;Tumor Configuration                                                                                               
Multicystic mesothelioma;SNOMED:128901009;Histological Type                                                                            
Multiple segmental resection of small intestine;ICD9:45.61;Surgical Procedure                                                          
Myotomy of other parts of colon;ICD9:46.92;Surgical Procedure                                                                          
Myotomy of sigmoid colon;ICD9:46.91;Surgical Procedure                                                                                 
N-cadherin;NMVB_LAB:N-CADHERIN;Immunohistochemical Profile                                                                             
Nodular;SNOMED:255288007;Tumor Configuration                                                                                           
Normal accessory lobe of lung;SNOMED:76271006;Site of tumor                                                                            
Not Applicable;ANA|SITE_OF_TUMOR:NA;Site of tumor                                                                                      
Not Applicable;ANA|TUMOR_DIFF:NA;Tumor Differentiation                                                                                 
Not Specified;SNOMED:399740008;Histological Type                                                                                       
Not specified;SNOMED:399740008 ;Tumor Configuration                                                                                    
Not specified;SNOMED:60815008 ;Tumor Differentiation                                                                                   
OTHER;ANA|SITE_OF_TUMOR:OTHER;Site of tumor                                                                                            
Oblique interlobar fissure of left lung;SNOMED:63914005;Site of tumor                                                                  
Oblique interlobar fissure of right lung;SNOMED:24720008;Site of tumor                                                                 
Open abdominoperineal resection of the rectum;ICD9:48.52;Surgical Procedure                                                            
Open ablation of liver lesion or tissue;ICD9:50.23;Surgical Procedure                                                                  
Open ablation of lung lesion or tissue;ICD9:32.23;Surgical Procedure                                                                   
Open and other cecectomy;ICD9:45.72;Surgical Procedure                                                                                 
Open and other left hemicolectomy;ICD9:45.75;Surgical Procedure                                                                        
Open and other multiple segmental resection of large intestine;ICD9:45.71;Surgical Procedure                                           
Open and other partial excision of large intestine;ICD9:45.7;Surgical Procedure                                                        
Open and other partial gastrectomy;ICD9:43.89;Surgical Procedure                                                                       
Open and other resection of transverse colon;ICD9:45.74;Surgical Procedure                                                             
Open and other right hemicolectomy;ICD9:45.73;Surgical Procedure                                                                       
Open and other sigmoidectomy;ICD9:45.76;Surgical Procedure                                                                             
Open biopsy of bronchus;ICD9:33.25;Surgical Procedure                                                                                  
Open biopsy of esophagus;ICD9:42.25;Surgical Procedure                                                                                 
Open biopsy of gallbladder or bile ducts;ICD9:51.13;Surgical Procedure                                                                 
Open biopsy of large intestine;ICD9:45.26;Surgical Procedure                                                                           
Open biopsy of larynx or trachea;ICD9:31.45;Surgical Procedure                                                                         
Open biopsy of liver;ICD9:50.12;Surgical Procedure                                                                                     
Open biopsy of lung;ICD9:33.28;Surgical Procedure                                                                                      
Open biopsy of pancreas;ICD9:52.12;Surgical Procedure                                                                                  
Open biopsy of rectum;ICD9:48.25;Surgical Procedure                                                                                    
Open biopsy of small intestine;ICD9:45.15;Surgical Procedure                                                                           
Open biopsy of stomach;ICD9:44.15;Surgical Procedure                                                                                   
Open mediastinal biopsy;ICD9:34.26;Surgical Procedure                                                                                  
Open pull-through resection of rectum;ICD9:48.43;Surgical Procedure                                                                    
Open total intra-abdominal colectomy;ICD9:45.82;Surgical Procedure                                                                     
Operations on anus;ICD9:49;Surgical Procedure                                                                                          
Operations on appendix;ICD9:47;Surgical Procedure                                                                                      
Operations on chest wall, pleura, mediastinum, and diaphragm;ICD9:34;Surgical Procedure                                                
Operations on diaphragm;ICD9:34.8;Surgical Procedure                                                                                   
Operations on esophagus;ICD9:42;Surgical Procedure                                                                                     
Operations on gallbladder and biliary tract;ICD9:51;Surgical Procedure                                                                 
Operations on liver;ICD9:50;Surgical Procedure                                                                                         
Operations on pancreas;ICD9:52;Surgical Procedure                                                                                      
Operations on rectum, rectosigmoid and perirectal tissue;ICD9:48;Surgical Procedure                                                    
Operations on the digestive system;ICD9:42-54.99;Surgical Procedure                                                                    
Operations on the respiratory system;ICD9:30-34.99;Surgical Procedure                                                                  
Operative esophagoscopy by incision;ICD9:42.21;Surgical Procedure                                                                      
Oral Cavity;SNOMED:363505006;Site of tumor                                                                                             
Other abdominoperineal resection of the rectum;ICD9:48.59;Surgical Procedure                                                           
Other anal sphincterotomy;ICD9:49.59;Surgical Procedure                                                                                
Other and open bilateral repair of direct inguinal hernia with graft or prosthesis;ICD9:53.14;Surgical Procedure                       
Other and open bilateral repair of direct inguinal hernia;ICD9:53.11;Surgical Procedure                                                
Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis;ICD9:53.15;Surgical Procedure                     
Other and open bilateral repair of indirect inguinal hernia;ICD9:53.12;Surgical Procedure                                              
Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis;ICD9:53.16;Surgical Procedure
Other and open bilateral repair of inguinal hernia, one direct and one indirect;ICD9:53.13;Surgical Procedure                          
Other and open repair of diaphragmatic hernia, abdominal approach;ICD9:53.72;Surgical Procedure                                        
Other and open repair of diaphragmatic hernia, with thoracic approach;ICD9:53.84;Surgical Procedure                                    
Other and open repair of direct inguinal hernia with graft or prosthesis;ICD9:53.03;Surgical Procedure                                 
Other and open repair of direct inguinal hernia;ICD9:53.01;Surgical Procedure                                                          
Other and open repair of indirect inguinal hernia with graft or prosthesis;ICD9:53.04;Surgical Procedure                               
Other and open repair of indirect inguinal hernia;ICD9:53.02;Surgical Procedure                                                        
Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis;ICD9:53.69;Surgical Procedure                
Other and open repair of umbilical hernia with graft or prosthesis;ICD9:53.41;Surgical Procedure                                       
Other and unspecified ablation of liver lesion or tissue;ICD9:50.26;Surgical Procedure                                                 
Other and unspecified ablation of lung lesion or tissue;ICD9:32.26;Surgical Procedure                                                  
Other and unspecified partial excision of large intestine;ICD9:45.79;Surgical Procedure                                                
Other and unspecified pneumonectomy;ICD9:32.59;Surgical Procedure                                                                      
Other and unspecified segmental resection of lung;ICD9:32.39;Surgical Procedure                                                        
Other and unspecified total intra-abdominal colectomy;ICD9:45.83;Surgical Procedure                                                    
Other anterior resection of rectum;ICD9:48.63;Surgical Procedure                                                                       
Other antesternal anastomosis of esophagus;ICD9:42.69;Surgical Procedure                                                               
Other antesternal esophageal anastomosis with interposition;ICD9:42.68;Surgical Procedure                                              
Other antesternal esophagocolostomy;ICD9:42.66;Surgical Procedure                                                                      
Other antesternal esophagoenterostomy;ICD9:42.64;Surgical Procedure                                                                    
Other appendectomy;ICD9:47.09;Surgical Procedure                                                                                       
Other bilateral femoral herniorrhaphy;ICD9:53.39;Surgical Procedure                                                                    
Other bilateral repair of inguinal hernia;ICD9:53.1;Surgical Procedure                                                                 
Other bile duct anastomosis;ICD9:51.39;Surgical Procedure                                                                              
Other bronchoscopy;ICD9:33.23;Surgical Procedure                                                                                       
Other cholecystostomy;ICD9:51.03;Surgical Procedure                                                                                    
Other cholecystotomy;ICD9:51.04;Surgical Procedure                                                                                     
Other closed [endoscopic] biopsy of biliary duct or sphincter of oddi;ICD9:51.14;Surgical Procedure                                    
Other closed endoscopic biopsy of biliary duct or sphincter of oddi;ICD9:51.14;Surgical Procedure                                      
Other control of hemorrhage of stomach or duodenum;ICD9:44.49;Surgical Procedure                                                       
Other destruction of lesion of duodenum;ICD9:45.32;Surgical Procedure                                                                  
Other destruction of lesion of large intestine;ICD9:45.49;Surgical Procedure                                                           
Other destruction of lesion of liver;ICD9:50.29;Surgical Procedure                                                                     
Other destruction of lesion of small intestine, except duodenum;ICD9:45.34;Surgical Procedure                                          
Other destruction of lesion or tissue of esophagus;ICD9:42.39;Surgical Procedure                                                       
Other destruction of lesion or tissue of stomach;ICD9:43.49;Surgical Procedure                                                         
Other diagnostic procedures on abdominal region;ICD9:54.29;Surgical Procedure                                                          
Other diagnostic procedures on anus and perianal tissue;ICD9:49.29;Surgical Procedure                                                  
Other diagnostic procedures on biliary tract;ICD9:51.19;Surgical Procedure                                                             
Other diagnostic procedures on chest wall, pleura, and diaphragm;ICD9:34.28;Surgical Procedure                                         
Other diagnostic procedures on esophagus;ICD9:42.29;Surgical Procedure                                                                 
Other diagnostic procedures on intestine, site unspecified;ICD9:45.29;Surgical Procedure                                               
Other diagnostic procedures on large intestine;ICD9:45.28;Surgical Procedure                                                           
Other diagnostic procedures on larynx;ICD9:31.48;Surgical Procedure                                                                    
Other diagnostic procedures on liver;ICD9:50.19;Surgical Procedure                                                                     
Other diagnostic procedures on lung or bronchus;ICD9:33.29;Surgical Procedure                                                          
Other diagnostic procedures on mediastinum;ICD9:34.29;Surgical Procedure                                                               
Other diagnostic procedures on pancreas;ICD9:52.19;Surgical Procedure                                                                  
Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue;ICD9:48.29;Surgical Procedure                                
Other diagnostic procedures on small intestine;ICD9:45.19;Surgical Procedure                                                           
Other diagnostic procedures on stomach;ICD9:44.19;Surgical Procedure                                                                   
Other diagnostic procedures on trachea;ICD9:31.49;Surgical Procedure                                                                   
Other electrocoagulation of rectal lesion or tissue;ICD9:48.32;Surgical Procedure                                                      
Other endoscopic procedures in bronchus or lung;ICD9:33.7;Surgical Procedure                                                           
Other endoscopy of small intestine;ICD9:45.13;Surgical Procedure                                                                       
Other enterostomy;ICD9:46.39;Surgical Procedure                                                                                        
Other enterostomy;ICD9:46.3;Surgical Procedure                                                                                         
Other esophagoscopy;ICD9:42.23;Surgical Procedure                                                                                      
Other excision of bronchus;ICD9:32.1;Surgical Procedure                                                                                
Other excision of common duct;ICD9:51.63;Surgical Procedure                                                                            
Other excision of lung;ICD9:32.9;Surgical Procedure                                                                                    
Other excision of perianal tissue;ICD9:49.04;Surgical Procedure                                                                        
Other excision of pleura;ICD9:34.59;Surgical Procedure                                                                                 
Other excision of small intestine;ICD9:45.6;Surgical Procedure                                                                         
Other excision or destruction of lesion or tissue of larynx;ICD9:30.09;Surgical Procedure                                              
Other excision or destruction of lesion or tissue of pancreas or pancreatic duct;ICD9:52.22;Surgical Procedure                         
Other external fistulization of esophagus;ICD9:42.19;Surgical Procedure                                                                
Other fixation of large intestine;ICD9:46.64;Surgical Procedure                                                                        
Other fixation of small intestine;ICD9:46.62;Surgical Procedure                                                                        
Other gallbladder anastomosis;ICD9:51.35;Surgical Procedure                                                                            
Other gastroenterostomy without gastrectomy;ICD9:44.39;Surgical Procedure                                                              
Other gastroscopy;ICD9:44.13;Surgical Procedure                                                                                        
Other gastrostomy;ICD9:43.19;Surgical Procedure                                                                                        
Other graft of esophagus;ICD9:42.87;Surgical Procedure                                                                                 
Other hernia repair;ICD9:53.9;Surgical Procedure                                                                                       
Other incidental appendectomy;ICD9:47.19;Surgical Procedure                                                                            
Other incision of anus;ICD9:49.93;Surgical Procedure                                                                                   
Other incision of bile duct;ICD9:51.5;Surgical Procedure                                                                               
Other incision of esophagus;ICD9:42.09;Surgical Procedure                                                                              
Other incision of larynx or trachea;ICD9:31.3;Surgical Procedure                                                                       
Other incision of other bile duct;ICD9:51.59;Surgical Procedure                                                                        
Other incision of perianal tissue;ICD9:49.02;Surgical Procedure                                                                        
Other incision of pleura;ICD9:34.09;Surgical Procedure                                                                                 
Other incision of small intestine;ICD9:45.02;Surgical Procedure                                                                        
Other injection of therapeutic substance into liver;ICD9:50.94;Surgical Procedure                                                      
Other insertion of colonic stent(s);ICD9:46.87;Surgical Procedure                                                                      
Other insertion of colonic stents;ICD9:46.87;Surgical Procedure                                                                        
Other intrathoracic anastomosis of esophagus;ICD9:42.59;Surgical Procedure                                                             
Other intrathoracic esophagocolostomy;ICD9:42.56;Surgical Procedure                                                                    
Other intrathoracic esophagoenterostomy;ICD9:42.54;Surgical Procedure                                                                  
Other laparoscopic repair of other hernia of anterior abdominal wall with graft or prosthesis;ICD9:53.63;Surgical Procedure            
Other laparoscopic umbilical herniorrhaphy;ICD9:53.43;Surgical Procedure                                                               
Other laparotomy;ICD9:54.19;Surgical Procedure                                                                                         
Other lobectomy of lung;ICD9:32.49;Surgical Procedure                                                                                  
Other local excision of lesion of duodenum;ICD9:45.31;Surgical Procedure                                                               
Other local excision or destruction of lesion or tissue of anus;ICD9:49.39;Surgical Procedure                                          
Other local excision or destruction of lesion or tissue of bronchus;ICD9:32.09;Surgical Procedure                                      
Other local excision or destruction of lesion or tissue of lung;ICD9:32.29;Surgical Procedure                                          
Other lysis of peritoneal adhesions;ICD9:54.59;Surgical Procedure                                                                      
Other open incisional hernia repair with graft or prosthesis;ICD9:53.61;Surgical Procedure                                             
Other open umbilical herniorrhaphy;ICD9:53.49;Surgical Procedure                                                                       
Other operations of abdominal region;ICD9:54.99;Surgical Procedure                                                                     
Other operations of abdominal region;ICD9:54.9;Surgical Procedure                                                                      
Other operations on abdominal region;ICD9:54;Surgical Procedure                                                                        
Other operations on anus;ICD9:49.99;Surgical Procedure                                                                                 
Other operations on anus;ICD9:49.9;Surgical Procedure                                                                                  
Other operations on appendix;ICD9:47.99;Surgical Procedure                                                                             
Other operations on appendix;ICD9:47.9;Surgical Procedure                                                                              
Other operations on biliary ducts and sphincter of oddi;ICD9:51.8;Surgical Procedure                                                   
Other operations on biliary tract;ICD9:51.99;Surgical Procedure                                                                        
Other operations on biliary tract;ICD9:51.9;Surgical Procedure                                                                         
Other operations on bronchus;ICD9:33.98;Surgical Procedure                                                                             
Other operations on diaphragm;ICD9:34.89;Surgical Procedure                                                                            
Other operations on esophagus;ICD9:42.99;Surgical Procedure                                                                            
Other operations on esophagus;ICD9:42.9;Surgical Procedure                                                                             
Other operations on intestine;ICD9:46;Surgical Procedure                                                                               
Other operations on intestines;ICD9:46.99;Surgical Procedure                                                                           
Other operations on intestines;ICD9:46.9;Surgical Procedure                                                                            
Other operations on larynx and trachea;ICD9:31.9;Surgical Procedure                                                                    
Other operations on larynx and trachea;ICD9:31;Surgical Procedure                                                                      
Other operations on larynx;ICD9:31.98;Surgical Procedure                                                                               
Other operations on liver;ICD9:50.99;Surgical Procedure                                                                                
Other operations on liver;ICD9:50.9;Surgical Procedure                                                                                 
Other operations on lung and bronchus;ICD9:33.9;Surgical Procedure                                                                     
Other operations on lung and bronchus;ICD9:33;Surgical Procedure                                                                       
Other operations on lung;ICD9:33.99;Surgical Procedure                                                                                 
Other operations on pancreas;ICD9:52.99;Surgical Procedure                                                                             
Other operations on pancreas;ICD9:52.9;Surgical Procedure                                                                              
Other operations on rectum and perirectal tissue;ICD9:48.99;Surgical Procedure                                                         
Other operations on rectum and perirectal tissue;ICD9:48.9;Surgical Procedure                                                          
Other operations on sphincter of oddi;ICD9:51.89;Surgical Procedure                                                                    
Other operations on stomach;ICD9:44.99;Surgical Procedure                                                                              
Other operations on stomach;ICD9:44.9;Surgical Procedure                                                                               
Other operations on stomach;ICD9:44;Surgical Procedure                                                                                 
Other operations on thorax;ICD9:34.99;Surgical Procedure                                                                               
Other operations on thorax;ICD9:34.9;Surgical Procedure                                                                                
Other operations on trachea;ICD9:31.99;Surgical Procedure                                                                              
Other pancreatotomy;ICD9:52.09;Surgical Procedure                                                                                      
Other partial cholecystectomy;ICD9:51.21;Surgical Procedure                                                                            
Other partial gastrectomy;ICD9:43.8;Surgical Procedure                                                                                 
Other partial laryngectomy;ICD9:30.29;Surgical Procedure                                                                               
Other partial laryngectomy;ICD9:30.2;Surgical Procedure                                                                                
Other partial pancreatectomy;ICD9:52.59;Surgical Procedure                                                                             
Other partial resection of small intestine;ICD9:45.62;Surgical Procedure                                                               
Other percutaneous procedures on biliary tract;ICD9:51.98;Surgical Procedure                                                           
Other permanent ileostomy;ICD9:46.23;Surgical Procedure                                                                                
Other permanent tracheostomy;ICD9:31.29;Surgical Procedure                                                                             
Other pleural biopsy;ICD9:34.24;Surgical Procedure                                                                                     
Other procedures for creation of esophagogastric sphincteric competence;ICD9:44.66;Surgical Procedure                                  
Other procedures on hemorrhoids;ICD9:49.49;Surgical Procedure                                                                          
Other proctopexy;ICD9:48.76;Surgical Procedure                                                                                         
Other pull-through resection of rectum;ICD9:48.49;Surgical Procedure                                                                   
Other pyloroplasty;ICD9:44.29;Surgical Procedure                                                                                       
Other repair and plastic operations on bronchus;ICD9:33.48;Surgical Procedure                                                          
Other repair and plastic operations on lung;ICD9:33.49;Surgical Procedure                                                              
Other repair and plastic operations on trachea;ICD9:31.79;Surgical Procedure                                                           
Other repair of abdominal wall and peritoneum;ICD9:54.7;Surgical Procedure                                                             
Other repair of abdominal wall;ICD9:54.72;Surgical Procedure                                                                           
Other repair of anal sphincter;ICD9:49.79;Surgical Procedure                                                                           
Other repair of chest wall;ICD9:34.79;Surgical Procedure                                                                               
Other repair of diaphragm;ICD9:34.84;Surgical Procedure                                                                                
Other repair of esophagus;ICD9:42.89;Surgical Procedure                                                                                
Other repair of esophagus;ICD9:42.8;Surgical Procedure                                                                                 
Other repair of intestine;ICD9:46.79;Surgical Procedure                                                                                
Other repair of intestine;ICD9:46.7;Surgical Procedure                                                                                 
Other repair of larynx;ICD9:31.69;Surgical Procedure                                                                                   
Other repair of liver;ICD9:50.69;Surgical Procedure                                                                                    
Other repair of mesentery;ICD9:54.75;Surgical Procedure                                                                                
Other repair of omentum;ICD9:54.74;Surgical Procedure                                                                                  
Other repair of pancreas;ICD9:52.95;Surgical Procedure                                                                                 
Other repair of peritoneum;ICD9:54.73;Surgical Procedure                                                                               
Other repair of rectum;ICD9:48.79;Surgical Procedure                                                                                   
Other repair of stomach;ICD9:44.69;Surgical Procedure                                                                                  
Other repair of stomach;ICD9:44.6;Surgical Procedure                                                                                   
Other resection of rectum;ICD9:48.69;Surgical Procedure                                                                                
Other resection of rectum;ICD9:48.6;Surgical Procedure                                                                                 
Other revision of stoma of large intestine;ICD9:46.43;Surgical Procedure                                                               
Other selective vagotomy;ICD9:44.03;Surgical Procedure                                                                                 
Other small-to-large intestinal anastomosis;ICD9:45.93;Surgical Procedure                                                              
Other surgical collapse of lung;ICD9:33.39;Surgical Procedure                                                                          
Other suture of abdominal wall;ICD9:54.63;Surgical Procedure                                                                           
Other total gastrectomy;ICD9:43.99;Surgical Procedure                                                                                  
Other transplant of liver;ICD9:50.59;Surgical Procedure                                                                                
Other unilateral femoral herniorrhaphy;ICD9:53.29;Surgical Procedure                                                                   
Other unilateral repair of inguinal hernia;ICD9:53.0;Surgical Procedure                                                                
Other;HIST_TYPE:OTHER;Histological Type                                                                                                
Ovary;SNOMED:363443007;Site of tumor                                                                                                   
PERICARDIUM;SNOMED:181295003;Site of tumor                                                                                             
PERITONEUM;SNOMED:15425007;Site of tumor                                                                                               
PLEURAL;SNOMED:74964007;Site of tumor                                                                                                  
PSAD;LOINC:10508-0;Immunohistochemical Profile                                                                                         
Pancreas;SNOMED:363418001;Site of tumor                                                                                                
Pancreatic sphincteroplasty;ICD9:51.83;Surgical Procedure                                                                              
Pancreatic sphincterotomy;ICD9:51.82;Surgical Procedure                                                                                
Pancreatic transplant, not otherwise specified;ICD9:52.80;Surgical Procedure                                                           
Pancreatotomy;ICD9:52.0;Surgical Procedure                                                                                             
Papillary mesothelioma;SNOMED:86143001;Histological Type                                                                               
Papillary;SNOMED:77526009;Tumor Configuration                                                                                          
Parietal Pleura;SNOMED:80338007;Site of tumor                                                                                          
Parietal serous pericardium;SNOMED:243956000;Site of tumor                                                                             
Parotid Gland;SNOMED:181234002;Site of tumor                                                                                           
Partial esophagectomy;ICD9:42.41;Surgical Procedure                                                                                    
Partial gastrectomy with anastomosis to duodenum;ICD9:43.6;Surgical Procedure                                                          
Partial gastrectomy with anastomosis to esophagus;ICD9:43.5;Surgical Procedure                                                         
Partial gastrectomy with anastomosis to jejunum;ICD9:43.7;Surgical Procedure                                                           
Partial gastrectomy with jejunal transposition;ICD9:43.81;Surgical Procedure                                                           
Partial hepatectomy;ICD9:50.22;Surgical Procedure                                                                                      
Partial pancreatectomy;ICD9:52.5;Surgical Procedure                                                                                    
Pelvic Peritoneum;SNOMED:362721006;Site of tumor                                                                                       
Percutaneous (endoscopic) jejunostomy [pej];ICD9:46.32;Surgical Procedure                                                              
Percutaneous [endoscopic] gastrojejunostomy;ICD9:44.32;Surgical Procedure                                                              
Percutaneous [endoscopic] gastrostomy [peg];ICD9:43.11;Surgical Procedure                                                              
Percutaneous abdominal drainage;ICD9:54.91;Surgical Procedure                                                                          
Percutaneous ablation of liver lesion or tissue;ICD9:50.24;Surgical Procedure                                                          
Percutaneous ablation of lung lesion or tissue;ICD9:32.24;Surgical Procedure                                                           
Percutaneous aspiration of gallbladder;ICD9:51.01;Surgical Procedure                                                                   
Percutaneous aspiration of liver;ICD9:50.91;Surgical Procedure                                                                         
